Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-04 09:30:00-05:00,383.8599853515625,384.8399963378906,381.0,383.18499755859375,2763771,0.0,0.0
2025-03-04 09:35:00-05:00,383.18499755859375,386.67498779296875,383.0199890136719,385.57501220703125,607379,0.0,0.0
2025-03-04 09:40:00-05:00,385.6199951171875,387.4599914550781,384.7908020019531,386.5830993652344,652464,0.0,0.0
2025-03-04 09:45:00-05:00,386.7449951171875,387.5299987792969,385.239990234375,385.57000732421875,490006,0.0,0.0
2025-03-04 09:50:00-05:00,385.3900146484375,385.7550048828125,383.8500061035156,384.17498779296875,439136,0.0,0.0
2025-03-04 09:55:00-05:00,384.17999267578125,385.55999755859375,383.69000244140625,384.010009765625,443758,0.0,0.0
2025-03-04 10:00:00-05:00,384.0150146484375,384.8168029785156,382.9200134277344,383.7854919433594,450344,0.0,0.0
2025-03-04 10:05:00-05:00,383.75,384.05999755859375,382.9599914550781,383.2650146484375,392964,0.0,0.0
2025-03-04 10:10:00-05:00,383.3500061035156,384.260009765625,382.6650085449219,383.614990234375,388701,0.0,0.0
2025-03-04 10:15:00-05:00,383.57000732421875,384.04998779296875,381.8399963378906,382.42010498046875,385384,0.0,0.0
2025-03-04 10:20:00-05:00,382.5,382.8085021972656,381.5400085449219,382.1300048828125,388193,0.0,0.0
2025-03-04 10:25:00-05:00,382.1300048828125,383.75,381.8039855957031,383.20001220703125,528594,0.0,0.0
2025-03-04 10:30:00-05:00,383.1650085449219,385.5400085449219,383.06500244140625,384.75,376324,0.0,0.0
2025-03-04 10:35:00-05:00,384.7864074707031,385.1700134277344,383.8900146484375,384.239990234375,284234,0.0,0.0
2025-03-04 10:40:00-05:00,384.1300048828125,385.17999267578125,383.92999267578125,384.9700012207031,295130,0.0,0.0
2025-03-04 10:45:00-05:00,384.7900085449219,385.7699890136719,384.010009765625,385.1199951171875,226614,0.0,0.0
2025-03-04 10:50:00-05:00,385.25,385.29998779296875,384.3399963378906,384.6199951171875,185604,0.0,0.0
2025-03-04 10:55:00-05:00,384.6300048828125,385.3399963378906,384.45001220703125,384.8999938964844,207164,0.0,0.0
2025-03-04 11:00:00-05:00,384.8900146484375,385.6499938964844,384.3900146484375,384.89349365234375,181172,0.0,0.0
2025-03-04 11:05:00-05:00,384.93499755859375,385.0799865722656,383.8699951171875,384.1199951171875,186458,0.0,0.0
2025-03-04 11:10:00-05:00,384.2300109863281,385.3599853515625,383.8800048828125,385.1499938964844,211131,0.0,0.0
2025-03-04 11:15:00-05:00,385.0,385.3800048828125,384.3699951171875,384.4200134277344,150971,0.0,0.0
2025-03-04 11:20:00-05:00,384.4200134277344,385.07000732421875,384.1199951171875,384.32000732421875,239312,0.0,0.0
2025-03-04 11:25:00-05:00,384.2300109863281,384.6000061035156,383.5199890136719,384.18499755859375,211088,0.0,0.0
2025-03-04 11:30:00-05:00,384.1700134277344,385.1400146484375,384.1311950683594,384.70001220703125,172757,0.0,0.0
2025-03-04 11:35:00-05:00,384.67999267578125,385.6050109863281,384.5199890136719,385.29998779296875,176331,0.0,0.0
2025-03-04 11:40:00-05:00,385.2699890136719,386.05999755859375,384.79998779296875,385.9599914550781,247710,0.0,0.0
2025-03-04 11:45:00-05:00,385.9200134277344,386.010009765625,385.0,385.80499267578125,210693,0.0,0.0
2025-03-04 11:50:00-05:00,385.79998779296875,386.0,385.1300048828125,385.6099853515625,218695,0.0,0.0
2025-03-04 11:55:00-05:00,385.6000061035156,386.0799865722656,384.510009765625,384.9118957519531,264898,0.0,0.0
2025-03-04 12:00:00-05:00,384.84149169921875,385.47198486328125,384.7560119628906,385.2900085449219,204229,0.0,0.0
2025-03-04 12:05:00-05:00,385.2200012207031,385.6099853515625,384.8399963378906,384.95001220703125,221204,0.0,0.0
2025-03-04 12:10:00-05:00,384.94000244140625,385.8699951171875,384.7301025390625,385.1499938964844,156103,0.0,0.0
2025-03-04 12:15:00-05:00,385.1000061035156,385.55999755859375,384.9414978027344,385.2900085449219,171885,0.0,0.0
2025-03-04 12:20:00-05:00,385.30499267578125,386.0199890136719,384.7300109863281,384.760009765625,145203,0.0,0.0
2025-03-04 12:25:00-05:00,384.8218078613281,386.1000061035156,384.69000244140625,386.1000061035156,241725,0.0,0.0
2025-03-04 12:30:00-05:00,386.0249938964844,386.0249938964844,384.5,385.2099914550781,186759,0.0,0.0
2025-03-04 12:35:00-05:00,385.2099914550781,385.32989501953125,384.8299865722656,385.2200012207031,136014,0.0,0.0
2025-03-04 12:40:00-05:00,385.1499938964844,385.46990966796875,384.6099853515625,384.80499267578125,207284,0.0,0.0
2025-03-04 12:45:00-05:00,384.7799987792969,385.56988525390625,384.66009521484375,384.989990234375,136734,0.0,0.0
2025-03-04 12:50:00-05:00,385.010009765625,385.07000732421875,384.2200012207031,384.885009765625,158817,0.0,0.0
2025-03-04 12:55:00-05:00,384.8399963378906,384.8399963378906,384.4949951171875,384.7951965332031,117153,0.0,0.0
2025-03-04 13:00:00-05:00,384.74200439453125,385.07659912109375,384.2900085449219,384.8699951171875,119152,0.0,0.0
2025-03-04 13:05:00-05:00,384.80999755859375,386.3399963378906,384.6700134277344,386.2650146484375,149957,0.0,0.0
2025-03-04 13:10:00-05:00,386.1499938964844,387.239990234375,386.1199951171875,387.1099853515625,233913,0.0,0.0
2025-03-04 13:15:00-05:00,387.0899963378906,387.25,385.875,386.04058837890625,177347,0.0,0.0
2025-03-04 13:20:00-05:00,386.1400146484375,386.25,385.3900146484375,385.55999755859375,118328,0.0,0.0
2025-03-04 13:25:00-05:00,385.4800109863281,385.7200012207031,385.3299865722656,385.4700012207031,113315,0.0,0.0
2025-03-04 13:30:00-05:00,385.4599914550781,386.1300048828125,385.1650085449219,386.05889892578125,110164,0.0,0.0
2025-03-04 13:35:00-05:00,386.0799865722656,386.42999267578125,385.3999938964844,386.17608642578125,104259,0.0,0.0
2025-03-04 13:40:00-05:00,386.239990234375,386.89990234375,386.1499938964844,386.5,106318,0.0,0.0
2025-03-04 13:45:00-05:00,386.489990234375,387.0,386.3299865722656,386.44000244140625,126199,0.0,0.0
2025-03-04 13:50:00-05:00,386.45001220703125,387.1600036621094,386.2799987792969,387.0400085449219,103856,0.0,0.0
2025-03-04 13:55:00-05:00,387.010009765625,387.76580810546875,387.010009765625,387.3999938964844,195103,0.0,0.0
2025-03-04 14:00:00-05:00,387.43121337890625,388.3500061035156,387.3399963378906,387.8500061035156,246422,0.0,0.0
2025-03-04 14:05:00-05:00,387.82501220703125,388.6451110839844,387.6099853515625,388.3349914550781,210682,0.0,0.0
2025-03-04 14:10:00-05:00,388.3169860839844,388.46990966796875,387.79998779296875,388.19000244140625,131218,0.0,0.0
2025-03-04 14:15:00-05:00,388.24951171875,388.4399108886719,388.0,388.25,124105,0.0,0.0
2025-03-04 14:20:00-05:00,388.2716979980469,389.3699951171875,388.04998779296875,389.06500244140625,255402,0.0,0.0
2025-03-04 14:25:00-05:00,389.1400146484375,389.3399963378906,388.29998779296875,388.31640625,179417,0.0,0.0
2025-03-04 14:30:00-05:00,388.4100036621094,389.0299987792969,388.1499938964844,388.7099914550781,164589,0.0,0.0
2025-03-04 14:35:00-05:00,388.760009765625,390.239990234375,388.739990234375,390.0625,290618,0.0,0.0
2025-03-04 14:40:00-05:00,390.010009765625,390.8599853515625,389.45001220703125,390.6499938964844,307710,0.0,0.0
2025-03-04 14:45:00-05:00,390.635009765625,391.239990234375,389.510009765625,389.510009765625,187446,0.0,0.0
2025-03-04 14:50:00-05:00,389.56500244140625,390.2200012207031,389.43499755859375,389.6549987792969,141410,0.0,0.0
2025-03-04 14:55:00-05:00,389.6099853515625,390.597412109375,389.6099853515625,390.3500061035156,156199,0.0,0.0
2025-03-04 15:00:00-05:00,390.3800048828125,390.95001220703125,390.0799865722656,390.3739929199219,151892,0.0,0.0
2025-03-04 15:05:00-05:00,390.2900085449219,391.8699951171875,390.19000244140625,391.8399963378906,369066,0.0,0.0
2025-03-04 15:10:00-05:00,391.80999755859375,392.5799865722656,391.1400146484375,392.0799865722656,338131,0.0,0.0
2025-03-04 15:15:00-05:00,392.07269287109375,392.2598876953125,391.5799865722656,392.0,183219,0.0,0.0
2025-03-04 15:20:00-05:00,392.0199890136719,392.3500061035156,391.79998779296875,392.1099853515625,238978,0.0,0.0
2025-03-04 15:25:00-05:00,392.1050109863281,392.364013671875,391.760009765625,391.8999938964844,235137,0.0,0.0
2025-03-04 15:30:00-05:00,391.8500061035156,392.0264892578125,390.0899963378906,390.4100036621094,253908,0.0,0.0
2025-03-04 15:35:00-05:00,390.3999938964844,390.79998779296875,389.9599914550781,389.9949951171875,238091,0.0,0.0
2025-03-04 15:40:00-05:00,389.92999267578125,390.6600036621094,389.20001220703125,390.239990234375,210519,0.0,0.0
2025-03-04 15:45:00-05:00,390.2799987792969,390.8500061035156,389.17999267578125,389.2449951171875,344264,0.0,0.0
2025-03-04 15:50:00-05:00,389.19000244140625,389.19000244140625,387.0799865722656,388.1099853515625,644132,0.0,0.0
2025-03-04 15:55:00-05:00,388.010009765625,388.9700012207031,387.5799865722656,388.7200012207031,1090095,0.0,0.0
2025-03-05 09:30:00-05:00,389.3399963378906,392.30999755859375,388.8900146484375,391.45001220703125,1012639,0.0,0.0
2025-03-05 09:35:00-05:00,391.4700012207031,391.6600036621094,389.7900085449219,390.510009765625,370685,0.0,0.0
2025-03-05 09:40:00-05:00,390.5249938964844,391.8063049316406,390.3500061035156,391.339599609375,360261,0.0,0.0
2025-03-05 09:45:00-05:00,391.3800048828125,391.9200134277344,390.67999267578125,390.69500732421875,238033,0.0,0.0
2025-03-05 09:50:00-05:00,390.6650085449219,391.3212890625,389.8599853515625,390.04998779296875,202835,0.0,0.0
2025-03-05 09:55:00-05:00,390.0450134277344,390.489990234375,388.80999755859375,389.3371887207031,229234,0.0,0.0
2025-03-05 10:00:00-05:00,389.3999938964844,391.70001220703125,389.30999755859375,391.0,352159,0.0,0.0
2025-03-05 10:05:00-05:00,391.0799865722656,392.3900146484375,390.79998779296875,392.07000732421875,257918,0.0,0.0
2025-03-05 10:10:00-05:00,391.9100036621094,392.70001220703125,391.70001220703125,392.3500061035156,188848,0.0,0.0
2025-03-05 10:15:00-05:00,392.34820556640625,393.17999267578125,391.7445068359375,392.2099914550781,243649,0.0,0.0
2025-03-05 10:20:00-05:00,392.2049865722656,392.6499938964844,391.3299865722656,392.010009765625,217784,0.0,0.0
